unix_time,light,temp,humid,weight,smoist,level,level_raw,light_raw_1,light_raw_2,temp_raw_1,temp_raw_2,humid_raw_1,humid_raw_2,weight_raw_1,weight_raw_2,smoist_raw_1,smoist_raw_2,fan,wpump,led,camera
947116800.0,0.0,24.0,98.0,841.8706665039062,669.0,132.125,132.125,0,0,24,24,98,98,378.841796875,463.02886962890625,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117025.0,0.0,24.0,98.0,841.8706665039062,669.0,132.125,132.125,0,0,24,24,98,98,378.841796875,463.02886962890625,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117050.0,0.0,24.0,99.0,841.8589477539062,669.0,132.125,132.125,0,0,24,24,99,99,378.8365173339844,463.0224304199219,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117075.0,0.0,24.0,96.0,841.8577575683594,669.0,132.125,132.125,0,0,24,24,96,96,378.83599853515625,463.0217590332031,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117100.0,0.0,24.0,94.0,841.85546875,669.0,132.125,132.125,0,0,24,24,94,94,378.8349609375,463.0205078125,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117125.0,0.0,23.0,92.0,841.8523559570312,669.0,132.125,132.125,0,0,23,23,92,92,378.83355712890625,463.018798828125,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117150.0,0.0,23.0,90.0,841.8484802246094,669.0,132.125,132.125,0,0,23,23,90,90,378.8318176269531,463.01666259765625,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117175.0,0.0,23.0,88.0,841.8438720703125,669.0,132.125,132.125,0,0,23,23,88,88,378.8297424316406,463.0141296386719,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117200.0,0.0,23.0,87.0,841.8386535644531,669.0,132.125,132.125,0,0,23,23,87,87,378.827392578125,463.0112609863281,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117225.0,0.0,23.0,85.0,841.8328857421875,669.0,132.125,132.125,0,0,23,23,85,85,378.8247985839844,463.0080871582031,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117250.0,0.0,23.0,84.0,841.8266906738281,669.0,132.125,132.125,0,0,23,23,84,84,378.822021484375,463.0046691894531,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117275.0,0.0,23.0,83.0,841.820068359375,669.0,132.125,132.125,0,0,23,23,83,83,378.81903076171875,463.00103759765625,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117300.0,0.0,23.0,82.0,841.8130187988281,669.0,132.125,132.125,0,0,23,23,82,82,378.81585693359375,462.9971618652344,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117325.0,0.0,23.0,82.0,841.8056945800781,669.0,132.125,132.125,0,0,23,23,82,82,378.81256103515625,462.9931335449219,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117350.0,0.0,23.0,81.0,841.7980346679688,669.0,132.125,132.125,0,0,23,23,81,81,378.8091125488281,462.9889221191406,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117375.0,0.0,23.0,80.0,841.7901306152344,669.0,132.125,132.125,0,0,23,23,80,80,378.8055725097656,462.98455810546875,669,669,True,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117450.0,0.0,23.0,80.0,841.7819519042969,669.0,132.125,132.125,0,0,23,23,80,80,378.8018798828125,462.9800720214844,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117525.0,0.0,23.0,81.0,841.7721252441406,669.0,132.125,132.125,0,0,23,23,81,81,378.7974548339844,462.97467041015625,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117600.0,0.0,23.0,82.0,841.7627868652344,669.0,132.125,132.125,0,0,23,23,82,82,378.7932434082031,462.96954345703125,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117675.0,0.0,23.0,83.0,841.7538757324219,669.0,132.125,132.125,0,0,23,23,83,83,378.78924560546875,462.9646301269531,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117750.0,0.0,23.0,84.0,841.7453308105469,669.0,132.125,132.125,0,0,23,23,84,84,378.785400390625,462.9599304199219,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117825.0,0.0,23.0,85.0,841.7372131347656,669.0,132.125,132.125,0,0,23,23,85,85,378.78173828125,462.9554748535156,669,669,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117900.0,0.0,23.0,86.0,841.7294616699219,668.0,132.125,132.125,0,0,23,23,86,86,378.77825927734375,462.9512023925781,668,668,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947117975.0,0.0,23.0,87.0,841.7220764160156,668.0,132.125,132.125,0,0,23,23,87,87,378.7749328613281,462.9471435546875,668,668,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947118050.0,0.0,23.0,88.0,841.7150268554688,668.0,132.125,132.125,0,0,23,23,88,88,378.7717590332031,462.9432678222656,668,668,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947118125.0,0.0,23.0,89.0,841.708251953125,668.0,132.125,132.125,0,0,23,23,89,89,378.7687072753906,462.9395446777344,668,668,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
947118200.0,0.0,23.0,89.0,841.7018127441406,668.0,132.125,132.125,0,0,23,23,89,89,378.76580810546875,462.9360046386719,668,668,False,False,0,/home/robotanist/User/images/image_947076125.0.jpg
