unix_time,light,temp,humid,weight,smoist,level,level_raw,light_raw_1,light_raw_2,temp_raw_1,temp_raw_2,humid_raw_1,humid_raw_2,weight_raw_1,weight_raw_2,smoist_raw_1,smoist_raw_2,fan,wpump,led,camera
947635210.0,0.0,22.0,100.0,860.8839111328125,685.0,127.4000015258789,127.4000015258789,0,0,22,22,100,100,387.39776611328125,473.48614501953125,685,685,False,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635360.0,0.0,22.0,100.0,860.8839111328125,685.0,127.4000015258789,127.4000015258789,0,0,22,22,100,100,387.39776611328125,473.48614501953125,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635385.0,0.0,22.0,100.0,860.8814392089844,685.0,127.4000015258789,127.4000015258789,0,0,22,22,100,100,387.3966369628906,473.48480224609375,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635410.0,0.0,22.0,97.0,860.8788452148438,685.0,127.4000015258789,127.4000015258789,0,0,22,22,97,97,387.3954772949219,473.4833679199219,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635435.0,0.0,22.0,95.0,860.8746948242188,685.0,127.4000015258789,127.4000015258789,0,0,22,22,95,95,387.39361572265625,473.4810791015625,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635460.0,0.0,22.0,93.0,860.8692932128906,685.0,127.4000015258789,127.4000015258789,0,0,22,22,93,93,387.39117431640625,473.4781188964844,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635485.0,0.0,22.0,92.0,860.8628234863281,685.0,127.4000015258789,127.4000015258789,0,0,22,22,92,92,387.3882751464844,473.47454833984375,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635510.0,0.0,22.0,90.0,860.85546875,685.0,127.4000015258789,127.4000015258789,0,0,22,22,90,90,387.38494873046875,473.47052001953125,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635535.0,0.0,22.0,89.0,860.8473205566406,685.0,127.4000015258789,127.4000015258789,0,0,22,22,89,89,387.38128662109375,473.4660339355469,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635560.0,0.0,22.0,88.0,860.8385009765625,685.0,127.4000015258789,127.4000015258789,0,0,22,22,88,88,387.3773193359375,473.461181640625,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635585.0,0.0,22.0,87.0,860.8291320800781,685.0,127.4000015258789,127.4000015258789,0,0,22,22,87,87,387.37310791015625,473.4560241699219,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635610.0,0.0,22.0,86.0,860.8192749023438,685.0,127.4000015258789,127.4000015258789,0,0,22,22,86,86,387.3686828613281,473.4505920410156,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635635.0,0.0,22.0,86.0,860.8089904785156,685.0,127.4000015258789,127.4000015258789,0,0,22,22,86,86,387.3640441894531,473.4449462890625,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635660.0,0.0,22.0,85.0,860.7983703613281,685.0,127.4000015258789,127.4000015258789,0,0,22,22,85,85,387.3592529296875,473.4391174316406,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635685.0,0.0,22.0,85.0,860.7874145507812,685.0,127.4000015258789,127.4000015258789,0,0,22,22,85,85,387.3543395996094,473.4330749511719,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
947635710.0,0.0,22.0,84.0,860.7762145996094,685.0,127.4000015258789,127.4000015258789,0,0,22,22,84,84,387.34930419921875,473.4269104003906,685,685,True,False,0,/home/robotanist/User/images/image_947594485.0.jpg
