unix_time,light,temp,humid,weight,smoist,level,level_raw,light_raw_1,light_raw_2,temp_raw_1,temp_raw_2,humid_raw_1,humid_raw_2,weight_raw_1,weight_raw_2,smoist_raw_1,smoist_raw_2,fan,wpump,led,camera
947289620.0,0.0,23.0,100.0,852.7235107421875,683.0,130.5500030517578,130.5500030517578,0,0,23,23,100,100,383.7255859375,468.9979248046875,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289845.0,0.0,23.0,100.0,852.7235107421875,683.0,130.5500030517578,130.5500030517578,0,0,23,23,100,100,383.7255859375,468.9979248046875,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289870.0,0.0,23.0,100.0,852.7206115722656,683.0,130.5500030517578,130.5500030517578,0,0,23,23,100,100,383.7242736816406,468.996337890625,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289895.0,0.0,23.0,97.0,852.71923828125,683.0,130.5500030517578,130.5500030517578,0,0,23,23,97,97,383.7236633300781,468.9955749511719,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289920.0,0.0,23.0,95.0,852.7162780761719,683.0,130.5500030517578,130.5500030517578,0,0,23,23,95,95,383.7223205566406,468.99395751953125,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289945.0,0.0,23.0,93.0,852.7119140625,683.0,130.5500030517578,130.5500030517578,0,0,23,23,93,93,383.7203674316406,468.9915466308594,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289970.0,0.0,23.0,91.0,852.7064514160156,683.0,130.5500030517578,130.5500030517578,0,0,23,23,91,91,383.7178955078125,468.9885559082031,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947289995.0,0.0,23.0,90.0,852.6999816894531,683.0,130.5500030517578,130.5500030517578,0,0,23,23,90,90,383.7149963378906,468.9849853515625,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290020.0,0.0,23.0,88.0,852.6926879882812,683.0,130.5500030517578,130.5500030517578,0,0,23,23,88,88,383.7117004394531,468.9809875488281,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290045.0,0.0,23.0,87.0,852.6846618652344,683.0,130.5500030517578,130.5500030517578,0,0,23,23,87,87,383.7080993652344,468.9765625,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290070.0,0.0,23.0,86.0,852.6759948730469,683.0,130.5500030517578,130.5500030517578,0,0,23,23,86,86,383.7041931152344,468.9718017578125,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290095.0,0.0,23.0,85.0,852.6667785644531,683.0,130.5500030517578,130.5500030517578,0,0,23,23,85,85,383.7000427246094,468.96673583984375,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290120.0,0.0,23.0,85.0,852.6571350097656,683.0,130.5500030517578,130.5500030517578,0,0,23,23,85,85,383.6957092285156,468.96142578125,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290145.0,0.0,23.0,84.0,852.6470336914062,683.0,130.5500030517578,130.5500030517578,0,0,23,23,84,84,383.691162109375,468.95587158203125,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290170.0,0.0,23.0,84.0,852.6366271972656,683.0,130.5500030517578,130.5500030517578,0,0,23,23,84,84,383.6864929199219,468.95013427734375,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290195.0,0.0,23.0,83.0,852.6288452148438,683.0,130.5500030517578,130.5500030517578,0,0,23,23,83,83,383.6829833984375,468.94586181640625,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290220.0,0.0,23.0,82.0,852.620849609375,683.0,130.5500030517578,130.5500030517578,0,0,23,23,82,82,383.67938232421875,468.94146728515625,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290245.0,0.0,23.0,81.0,852.6126403808594,683.0,130.5500030517578,130.5500030517578,0,0,23,23,81,81,383.6756896972656,468.93695068359375,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290270.0,0.0,23.0,81.0,852.6041564941406,683.0,130.5500030517578,130.5500030517578,0,0,23,23,81,81,383.671875,468.9322814941406,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290295.0,0.0,23.0,80.0,852.5954284667969,683.0,130.5500030517578,130.5500030517578,0,0,23,23,80,80,383.6679382324219,468.927490234375,683,683,True,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290370.0,0.0,23.0,80.0,852.5865478515625,683.0,130.5500030517578,130.5500030517578,0,0,23,23,80,80,383.6639404296875,468.922607421875,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290445.0,0.0,23.0,81.0,852.5747375488281,683.0,130.5500030517578,130.5500030517578,0,0,23,23,81,81,383.65863037109375,468.9161071777344,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290520.0,0.0,23.0,83.0,852.5635681152344,683.0,130.5500030517578,130.5500030517578,0,0,23,23,83,83,383.6535949707031,468.90997314453125,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290595.0,0.0,23.0,84.0,852.5528869628906,683.0,130.5500030517578,130.5500030517578,0,0,23,23,84,84,383.6488037109375,468.9040832519531,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290670.0,0.0,23.0,85.0,852.542724609375,683.0,130.5500030517578,130.5500030517578,0,0,23,23,85,85,383.64422607421875,468.89849853515625,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
947290745.0,0.0,23.0,87.0,852.5330810546875,683.0,130.5500030517578,130.5500030517578,0,0,23,23,87,87,383.639892578125,468.8931884765625,683,683,False,False,0,/home/robotanist/User/images/image_947248895.0.jpg
