unix_time,light,temp,humid,weight,smoist,level,level_raw,light_raw_1,light_raw_2,temp_raw_1,temp_raw_2,humid_raw_1,humid_raw_2,weight_raw_1,weight_raw_2,smoist_raw_1,smoist_raw_2,fan,wpump,led,camera
947721605.0,0.0,22.0,100.0,876.9287109375,714.0,125.82499694824219,125.82499694824219,0,0,22,22,100,100,394.617919921875,482.310791015625,714,714,False,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721755.0,0.0,22.0,100.0,876.9261474609375,714.0,125.82499694824219,125.82499694824219,0,0,22,22,100,100,394.61676025390625,482.30938720703125,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721780.0,0.0,22.0,100.0,876.9261474609375,714.0,125.82499694824219,125.82499694824219,0,0,22,22,100,100,394.61676025390625,482.30938720703125,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721805.0,0.0,22.0,97.0,876.9232788085938,714.0,125.82499694824219,125.82499694824219,0,0,22,22,97,97,394.615478515625,482.30780029296875,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721830.0,0.0,22.0,95.0,876.9187927246094,714.0,125.82499694824219,125.82499694824219,0,0,22,22,95,95,394.61346435546875,482.3053283691406,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721855.0,0.0,22.0,93.0,876.9130554199219,714.0,125.82499694824219,125.82499694824219,0,0,22,22,93,93,394.6108703613281,482.30218505859375,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721880.0,0.0,22.0,92.0,876.90625,714.0,125.82499694824219,125.82499694824219,0,0,22,22,92,92,394.6078186035156,482.2984313964844,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721905.0,0.0,22.0,90.0,876.8985595703125,714.0,125.82499694824219,125.82499694824219,0,0,22,22,90,90,394.6043395996094,482.2942199707031,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721930.0,0.0,22.0,89.0,876.8901062011719,714.0,125.82499694824219,125.82499694824219,0,0,22,22,89,89,394.6005554199219,482.28955078125,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721955.0,0.0,22.0,88.0,876.8809814453125,714.0,125.82499694824219,125.82499694824219,0,0,22,22,88,88,394.596435546875,482.2845458984375,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
947721980.0,0.0,22.0,88.0,876.8712768554688,714.0,125.82499694824219,125.82499694824219,0,0,22,22,88,88,394.5920715332031,482.2792053222656,714,714,True,False,0,/home/robotanist/User/images/image_947680885.0.jpg
